MEAN_LIK_IS,MEAN_LIK_OOS,RMSE_IS,RMSE_OOS,TOTAL_LIK_IS,TOTAL_LIK_OOS,iteration,mean_gaussian_lik_is_with_computed_var,mean_gaussian_lik_is_with_model_var,mean_gaussian_lik_oos_with_computed_var,mean_gaussian_lik_oos_with_model_var,total_gaussian_lik_is_with_computed_var,total_gaussian_lik_is_with_model_var,total_gaussian_lik_oos_with_computed_var,total_gaussian_lik_oos_with_model_var,var_is,var_model,var_oos
-1.0543561417864107,-1.5476902675933992,0.6944866134686427,1.1370851768452463,-244.61062489444728,-85.12296471763696,200.0,-1.0543561417864107,-9.78135276201793,-1.5476902675933992,-27.868973346638903,-244.61062489444728,-2269.2738407881598,-85.12296471763696,-1532.7935340651397,0.4822876693117351,0.022409001762324073,1.2503742321686608
-1.035932184884393,-1.5495282109881103,0.6818085705939405,1.1391818382347383,-240.3362668931792,-85.22405160434607,220.0,-1.035932184884393,-8.983576486392204,-1.5495282109881103,-26.797310808858132,-240.3362668931792,-2084.1897448429913,-85.22405160434607,-1473.8520944871973,0.4648421923142509,0.023377252589260343,1.2553040126081647
-1.0196696621739985,-1.5511350389421779,0.670810315421885,1.141016600930143,-236.56336162436764,-85.31242714181978,240.0,-1.0196696621739985,-8.3020555876346,-1.5511350389421779,-25.797055280520397,-236.56336162436764,-1926.076896331227,-85.31242714181978,-1418.8380404286218,0.4499701278833089,0.02434788280299884,1.2595355696179562
-1.0050781385272347,-1.5519520036409855,0.6610932367554048,1.141949617033396,-233.17812813831847,-85.3573602002542,260.0,-1.0050781385272347,-7.710357613410495,-1.5519520036409855,-24.829372530152803,-233.17812813831847,-1788.8029663112347,-85.3573602002542,-1365.6154891584042,0.4370289450587132,0.025322854859804338,1.261626812354798
-0.9920674556085042,-1.5524252719695382,0.6525476746917708,1.1424933703225602,-230.15964970117298,-85.3833899583246,280.0,-0.9920674556085042,-7.194245668121185,-1.5524252719695382,-23.91203913993453,-230.15964970117298,-1669.0649950041147,-85.3833899583246,-1315.1621526963993,0.4258065300074581,0.026303490199474578,1.2630379844182282
-0.9805359316877851,-1.5526417660036427,0.6450660259474168,1.1427425385310552,-227.48433615156614,-85.39529713020035,300.0,-0.9805359316877851,-6.741963450451994,-1.5526417660036427,-23.04323467779081,-227.48433615156614,-1564.1355205048626,-85.39529713020035,-1267.3779072784946,0.4161019162748016,0.027290826559728944,1.2637080278397916
-0.9701699543442498,-1.5530129440183398,0.6384138239807662,1.1431646714348371,-225.07942940786594,-85.4157119210087,320.0,-0.9701699543442498,-6.340774956749745,-1.5530129440183398,-22.236609746008078,-225.07942940786594,-1471.0597899659408,-85.4157119210087,-1223.0135360304444,0.40756345596359267,0.02828581409183517,1.2645023420844557
-0.9607426636721942,-1.5529321278546127,0.6324235914927562,1.1430710387238876,-222.89229797194906,-85.41126703200369,340.0,-0.9607426636721942,-5.981424817561291,-1.5529321278546127,-21.458975830348816,-222.89229797194906,-1387.6905576742195,-85.41126703200369,-1180.243670669185,0.3999512327972063,0.029289252535612282,1.2642126624824497
-0.9522028925585374,-1.5524285388836638,0.6270458339010552,1.1424971275309328,-220.91107107358067,-85.38356963860151,360.0,-0.9522028925585374,-5.658514762559326,-1.5524285388836638,-20.709018939999304,-220.91107107358067,-1312.7754249137636,-85.38356963860151,-1138.9960416999618,0.3931806929711424,0.030301749291926663,1.263047929139792
-0.9444718644280858,-1.5519188383350127,0.6222168156192253,1.1419145916779045,-219.1174725473159,-85.3555361084257,380.0,-0.9444718644280858,-5.367113141070752,-1.5519188383350127,-20.00158802552293,-219.1174725473159,-1245.1702487284144,-85.3555361084257,-1100.0873414037612,0.38714888888926224,0.031323815042438606,1.2617369519318558
-0.9373896596852334,-1.551088061813167,0.6178257164244995,1.140963459704096,-217.47440104697415,-85.30984339972419,400.0,-0.9373896596852334,-5.102049189643316,-1.551088061813167,-19.320296671032004,-217.47440104697415,-1183.6754119972493,-85.30984339972419,-1062.6163169067602,0.3817040333011759,0.03235592156167161,1.2594483878606977
-0.9308671719488535,-1.549534976824671,0.6138090692693158,1.139187990311718,-215.96118389213402,-85.2244237253569,420.0,-0.9308671719488535,-4.859745804391758,-1.549534976824671,-18.6476940421002,-215.96118389213402,-1127.461026618888,-85.2244237253569,-1025.6231723155108,0.37675680745460133,0.03339828696318981,1.255216282834443
-0.9247595617146968,-1.5479491726697145,0.6100715878732508,1.1373795398627171,-214.54421831780965,-85.1372044968343,440.0,-0.9247595617146968,-4.636527152047177,-1.5479491726697145,-18.00981051502321,-214.54421831780965,-1075.674299274945,-85.1372044968343,-990.5395783262767,0.3721825554833787,0.03445095906361929,1.2510170332588413
-0.9182919956229859,-1.5461096166624675,0.6061386414914565,1.1352976588661339,-213.04374298453274,-85.03602891643571,460.0,-0.9182919956229859,-4.422778306958736,-1.5461096166624675,-17.396735746249703,-213.04374298453274,-1026.0845672144267,-85.03602891643571,-956.8204660437336,0.36739480015968634,0.03551332451296282,1.2469911755930416
-0.9131726071376892,-1.545337489945167,0.6030435117506037,1.1344318000379718,-211.8560448559439,-84.99356194698419,480.0,-0.9131726071376892,-4.23498621561335,-1.545337489945167,-16.853236772424236,-211.8560448559439,-982.5168020222974,-84.99356194698419,-926.9280224833329,0.363660786695604,0.0365848668052697,1.2457748249820406
-0.9084801508653442,-1.5448118808149598,0.6002203853193666,1.1338311230353724,-210.76739500075985,-84.96465344482279,500.0,-0.9084801508653442,-4.061724782268541,-1.5448118808149598,-16.344592093310023,-210.76739500075985,-942.3201494863016,-84.96465344482279,-898.9525651320513,0.3602633857871855,0.037666632764929986,1.2441537388909645
