iteration,lengthscales,variance
1.0,50.009999999447025,0.9936904356471673
10.0,50.06836676494368,0.9390330312382632
20.0,50.012978537688845,0.8850818849115295
30.0,49.90991151789081,0.8398402818249621
40.0,49.79750118987352,0.8035665077222471
50.0,49.68660804277697,0.7754267247708737
60.0,49.581729308353545,0.7538593634469007
70.0,49.48513923270704,0.7372254417815546
80.0,49.39766492796392,0.7242366670123395
90.0,49.31907727888262,0.7140356589528537
100.0,49.24872939799398,0.70602810887101
110.0,49.186031930401725,0.6997312278876893
120.0,49.130520032006174,0.6947422454590072
130.0,49.08170391338991,0.6907532288316885
140.0,49.039080839189204,0.687527669080407
150.0,49.002094727345515,0.6848947158069422
160.0,48.97010139371305,0.682748610973886
170.0,48.94249089118779,0.6810048346061527
180.0,48.91874163302212,0.6795833384013877
190.0,48.89836753723879,0.6784194882811343
200.0,48.88095663480033,0.6774561474370575
210.0,48.86613728560351,0.6766488036298136
220.0,48.853458271135445,0.6759744114322652
230.0,48.84251947818264,0.6754104194365113
240.0,48.833038062007645,0.6749400391302913
250.0,48.82479137401509,0.6745482995083418
260.0,48.817592313417606,0.6742190537734475
270.0,48.81129820670899,0.6739334861064098
280.0,48.80572312647796,0.6736838311937003
290.0,48.800638555645286,0.6734780246366608
300.0,48.7958856556721,0.6733151497176212
310.0,48.79137716572738,0.6731844638820109
320.0,48.78703483788637,0.6730790429382663
330.0,48.78279676093599,0.6729932303794798
340.0,48.77860045611434,0.6729250037979838
350.0,48.77439271960762,0.6728720955491099
360.0,48.770119682649515,0.672834351653725
370.0,48.76574967869663,0.6728094501179788
380.0,48.761259909683936,0.6727957006664624
390.0,48.75664327892385,0.6727902003091462
400.0,48.75189269097182,0.6727916834620308
410.0,48.746997814318846,0.672800420289109
420.0,48.74194709079612,0.672816962095767
430.0,48.73673373551543,0.6728404929752442
440.0,48.731357018601265,0.6728693306890695
450.0,48.72581486447037,0.672903051311785
460.0,48.72009330183495,0.6729445026222617
470.0,48.71419313273635,0.6729927844004772
480.0,48.7081155238767,0.6730471602518205
490.0,48.7018629777706,0.6731067760270745
500.0,48.695439680597666,0.6731709518688024
510.0,48.688863903085476,0.6732364170630922
520.0,48.68214574010807,0.6733042083089678
530.0,48.67529914827632,0.6733741269564022
540.0,48.66833877478751,0.6734452320893184
550.0,48.66127523805033,0.6735172411168084
560.0,48.65411213572929,0.6735916564806532
570.0,48.646859367888155,0.6736674861153747
580.0,48.63952267567584,0.6737447898566348
590.0,48.63211152680751,0.6738224167345384
600.0,48.62463120356483,0.6739002961928133
610.0,48.617089146876815,0.6739771967966056
620.0,48.609493979386166,0.6740516987062842
630.0,48.601851476104166,0.6741241405376407
640.0,48.59416634248254,0.6741957863321727
650.0,48.58644485704156,0.6742673084328558
660.0,48.57869625834977,0.6743384624039703
670.0,48.570925770873814,0.6744109263335154
680.0,48.56314125355932,0.6744847638597855
690.0,48.55535277092669,0.6745581639685525
700.0,48.547572330539715,0.6746281082048923
710.0,48.539806284881095,0.6746914684170178
720.0,48.532053591063175,0.674747867859588
730.0,48.524313311066834,0.6747987470589494
740.0,48.51658053363849,0.6748482538822627
750.0,48.50885565360982,0.6748996797943736
760.0,48.50114283837762,0.6749550567790041
770.0,48.49345340334276,0.675012616431271
780.0,48.48579893393098,0.6750693478119599
790.0,48.47818377346543,0.6751238891164515
800.0,48.47061267686577,0.675176622092741
810.0,48.46309183130829,0.675227789971214
820.0,48.45562631345384,0.6752772320640535
830.0,48.44821989190633,0.6753242796977875
840.0,48.44087686323733,0.6753694344015826
850.0,48.43360186317059,0.675413584177638
860.0,48.42640020159481,0.6754567171450089
870.0,48.41927625516638,0.6754988198743193
880.0,48.412233133661054,0.6755401965045138
890.0,48.405266108234876,0.6755795706620532
900.0,48.39835633518843,0.6756131472473809
910.0,48.391491581216656,0.6756396846565156
920.0,48.384668146727186,0.6756601787636878
930.0,48.37786221145149,0.6756766847570618
940.0,48.37107241858585,0.6756911100066186
950.0,48.36434276328961,0.6757069925598349
960.0,48.357712546719334,0.6757268798977248
970.0,48.35119667737038,0.6757493326238335
980.0,48.34481868229049,0.6757720041958807
990.0,48.338589802696056,0.6757945334087081
1000.0,48.33250244765821,0.6758157119729826
1010.0,48.326553102922226,0.6758352686400804
1020.0,48.32072709691222,0.6758532196974325
1030.0,48.315008840034295,0.6758694152166015
1040.0,48.30940245018051,0.6758861673352524
1050.0,48.303909930049,0.6759056730526033
1060.0,48.2984527223863,0.6759265948379259
1070.0,48.29298439629165,0.6759465609406626
1080.0,48.287554162418225,0.6759640867384514
1090.0,48.28220505396619,0.6759798984330587
1100.0,48.276951265257175,0.6759947223182916
1110.0,48.27179967055697,0.6760093006456871
1120.0,48.26674911462964,0.6760250023240977
1130.0,48.261798600983205,0.6760423803536489
1140.0,48.256946095933756,0.6760615604660069
1150.0,48.25218802466617,0.6760822427419239
1160.0,48.24751904890751,0.6761038240963075
1170.0,48.242934090244916,0.6761256500540025
1180.0,48.23842845771125,0.6761465256395087
1190.0,48.2339976348432,0.6761670197220317
1200.0,48.22964062994712,0.6761874430846042
1210.0,48.22535716529268,0.6762074207707294
1220.0,48.22114586961508,0.6762264085721317
1230.0,48.217006788335205,0.6762444206029902
1240.0,48.212940148511635,0.6762616886209754
1250.0,48.208947740762206,0.6762785574083854
1260.0,48.20503105003936,0.6762952256511444
1270.0,48.201187865138664,0.6763110252197706
1280.0,48.19741648776873,0.6763260033780232
1290.0,48.19371536983236,0.6763401055405845
1300.0,48.19008334384814,0.6763532351861472
1310.0,48.18651841451082,0.6763648938405763
1320.0,48.18301918200545,0.6763754068718569
1330.0,48.17958472741091,0.67638423943514
1340.0,48.176214742783166,0.6763918299656692
1350.0,48.17290939014754,0.6763981519286081
1360.0,48.16966988893013,0.6764034433862592
1370.0,48.16649816353097,0.6764078094404004
1380.0,48.16339652792082,0.6764116421426652
1390.0,48.16036449192039,0.6764148112030681
1400.0,48.15740010765727,0.6764169811745329
1410.0,48.15450312477671,0.6764183848712292
1420.0,48.15167256772953,0.6764190755739581
1430.0,48.14890645254649,0.6764186730886618
1440.0,48.14620381554726,0.6764171467202909
1450.0,48.14356333169056,0.6764143559100102
1460.0,48.14098554371071,0.6764105949051337
1470.0,48.1384711245752,0.676406134027101
1480.0,48.136019760190614,0.6764009290530096
1490.0,48.13363031332546,0.6763944112209754
1500.0,48.13130089942841,0.6763865067472827
1510.0,48.12903115601345,0.6763771925280324
1520.0,48.12682025373921,0.6763664715470428
1530.0,48.12466798709827,0.6763546590511793
1540.0,48.122573043266804,0.6763418149887493
1550.0,48.12053461152226,0.6763274401961523
1560.0,48.118551029386204,0.6763117555970454
1570.0,48.116620882220936,0.6762947427367044
1580.0,48.11474243857912,0.6762762960204055
1590.0,48.11291601346823,0.6762564251146977
1600.0,48.111142014382246,0.6762352030257733
1610.0,48.10942050079486,0.6762128931869362
1620.0,48.10775197954044,0.6761894435736979
1630.0,48.10613721527427,0.6761651973471448
1640.0,48.10457571774072,0.6761400883617884
1650.0,48.10306576762716,0.676113869306468
1660.0,48.101605289772024,0.6760862984359964
1670.0,48.100192154007864,0.6760573830715566
1680.0,48.098825553929515,0.676027190334459
1690.0,48.09750649759871,0.6759957309523308
1700.0,48.09623640875839,0.6759631380611414
1710.0,48.09501622801502,0.6759297430654357
1720.0,48.093845998299166,0.6758955927065071
1730.0,48.092724837787635,0.6758604039340413
1740.0,48.091651902208774,0.6758240553340449
1750.0,48.09062667932339,0.6757866384249523
1760.0,48.08964899173948,0.6757481963613761
1770.0,48.08871833803465,0.6757087461609917
1780.0,48.08783397691088,0.6756682485735975
1790.0,48.086995583354685,0.6756270010786857
1800.0,48.08620261074665,0.675584535522497
1810.0,48.08545334933629,0.6755410679363832
1820.0,48.084744219207884,0.6754959841061849
1830.0,48.084074681528655,0.6754491384148674
1840.0,48.08344630219476,0.6754015324141712
1850.0,48.08285961414324,0.6753531434439404
1860.0,48.08231450902676,0.6753037305458807
1870.0,48.081811284340446,0.6752535900894858
1880.0,48.08134951335026,0.6752026178280508
1890.0,48.080928439164595,0.6751505864835705
1900.0,48.08054828472154,0.675097693268637
1910.0,48.0802087171072,0.6750439618782047
1920.0,48.079904013592866,0.6749885659246379
1930.0,48.079629207064016,0.6749305913131499
1940.0,48.07938425679736,0.6748701626495871
1950.0,48.079171833077226,0.6748070396361896
1960.0,48.07899517190025,0.6747418850420679
1970.0,48.07885783842369,0.6746752851071214
1980.0,48.07876313307787,0.674607786479574
1990.0,48.07871434721934,0.67454009797813
2000.0,48.07871210291222,0.6744725792776926
2010.0,48.07875512534936,0.674404532456338
2020.0,48.07884168159475,0.6743356488001898
2030.0,48.07897039427279,0.674266072537188
2040.0,48.07913900891174,0.6741955564330647
2050.0,48.0793431112396,0.6741231661873034
2060.0,48.07957964204835,0.674048061057711
2070.0,48.07985025338052,0.6739710492534196
2080.0,48.08015891118813,0.6738936382813678
2090.0,48.08050775193655,0.6738164322662361
2100.0,48.080896669630434,0.673739130205086
2110.0,48.08132483009119,0.6736614048625631
2120.0,48.081791607611386,0.6735833098842291
2130.0,48.08229608546653,0.6735049246944407
2140.0,48.08283705848826,0.6734261832789727
2150.0,48.083412669512484,0.6733468132347878
2160.0,48.0840212612034,0.6732666286566474
2170.0,48.08466130328572,0.6731854659621975
2180.0,48.08533182589432,0.6731033147918047
2190.0,48.08603219494554,0.6730202194540612
2200.0,48.08676193044771,0.672936196274947
2210.0,48.08752060156812,0.6728512353699657
2220.0,48.088307256008264,0.6727651847549706
2230.0,48.08912180047086,0.6726782059465733
2240.0,48.08996417611494,0.6725904209758248
2250.0,48.09083413376834,0.6725018876721688
2260.0,48.09173143348203,0.6724126550737537
2270.0,48.09265558489646,0.6723227097405401
2280.0,48.09360588085854,0.6722319727984991
2290.0,48.09458156916869,0.6721403699358666
2300.0,48.09558180215512,0.6720478261755426
2310.0,48.09660625455496,0.6719544750847025
2320.0,48.09765464826799,0.6718604181956873
2330.0,48.098726278210336,0.6717655383470523
2340.0,48.09982059426859,0.671669777420029
2350.0,48.100936763538556,0.6715730212226011
2360.0,48.10207391987516,0.6714751754898154
2370.0,48.103232019437456,0.6713764004009497
2380.0,48.10441034797816,0.6712765908370556
2390.0,48.105609114821384,0.6711759329555335
2400.0,48.106828585172366,0.6710745852236871
2410.0,48.10806774318242,0.6709722431157339
2420.0,48.10932667550101,0.6708690445487608
2430.0,48.110604887064376,0.6707649479263139
2440.0,48.11190177542447,0.6706599311441354
2450.0,48.11321731736573,0.6705541779914039
2460.0,48.11455074718516,0.6704475462206443
2470.0,48.11590199055353,0.6703400549376842
2480.0,48.1172707898775,0.6702316458580355
2490.0,48.11865711451785,0.6701223490123862
