poi_type,Cut_off,Effect_size,Effect_size_abs,Effect_size_abs_std,Effect_size_std,Effect_var,Effect_size_percentage,iteration
Restaurant,0.3740737129643543,-0.0015426208153793636,0.008705184957600722,0.027085934725438597,0.02840859774991924,0.36561517617237443,999.7309975141364,110
Store,0.366196514559656,-0.008947020080855145,0.013657293652272428,0.045447515825617193,0.04660417573884234,0.3600817971057666,5798.32271225554,110
Education,0.4067503945032616,-0.008558176621841693,0.02593562378623223,0.09956746314154166,0.10253337949435097,0.3768621661022352,5546.323740582929,110
Public Transportation,0.3758843506925353,-0.00015430358958711297,0.008282986387406275,0.0379697212830179,0.03886236982231347,0.3646241125220487,100.0,110
Restaurant,0.37195428227764066,-0.0014520915044223038,0.00848784011792717,0.02656787189971839,0.027852947373844018,0.3600190968214562,883.0814842838325,120
Store,0.36387554474492234,-0.008721534295744937,0.01329796883036461,0.04471109694304337,0.045824153067915124,0.3547101711439269,5303.9532478931915,120
Education,0.4077164317725753,-0.00857513937228872,0.025764363650124727,0.09867650246929528,0.1016234301655604,0.37425501920413956,5214.923978109835,120
Public Transportation,0.37606774980775404,-0.00016443459978100785,0.008223899681886672,0.037847029080635496,0.03872987345022701,0.3607199665993052,100.0,120
Restaurant,0.36996053467533635,-0.001355261885163382,0.008257546427683128,0.02606694118234785,0.027309993790404784,0.35474971334036237,784.3529940406688,130
Store,0.3615987056962145,-0.008474345860962554,0.01297496255038415,0.04407421060368897,0.04515607551316863,0.34972898853206735,4904.497515460506,130
Education,0.40873650742828216,-0.008597618385380305,0.02561300649226654,0.09795256985276227,0.10088019131837792,0.37210104623755297,4975.841050365834,130
Public Transportation,0.3763049614185306,-0.00017278723935018362,0.00817235246836741,0.03779954095949163,0.038672506851579115,0.3572385171013703,100.0,130
Restaurant,0.3681544752325503,-0.001262221847720068,0.008014773938513334,0.025591487360912504,0.026787452708989617,0.349774002243346,675.1755640385076,140
Store,0.35962257041019136,-0.008213798744672277,0.012651692258983858,0.04342880864827112,0.04448213402936285,0.3450785611285076,4393.646180621976,140
Education,0.4098705482158367,-0.008618648791037282,0.025478122974163867,0.09735659853393366,0.10026545228243328,0.370327021717027,4610.204671428682,140
Public Transportation,0.37621078999484253,-0.0001869472052824588,0.008118768798837278,0.037718985115681135,0.038582396189303564,0.3541102552902637,100.0,140
Restaurant,0.36655630377622306,-0.0011570816347423597,0.007826336572107023,0.02515102024903804,0.026315138718957257,0.34506630240397174,592.0048503737335,150
Store,0.35783310643073496,-0.007864386446596752,0.012237123755158393,0.042543186753666785,0.043563991584507224,0.3407050577955336,4023.7047947229726,150
Education,0.4108364086942055,-0.008646462628907288,0.02543238336381548,0.0968662727250018,0.09977534564813802,0.3688757735900327,4423.843280537503,150
Public Transportation,0.3762682210262127,-0.00019545137746960898,0.008080379492359065,0.03771261184966977,0.03856806222800718,0.351283595064126,100.0,150
Restaurant,0.36512809586535316,-0.001056504483419287,0.007658422963685721,0.02474213633615039,0.02587872777096813,0.3406065658592803,518.0479890683671,160
Store,0.35606319656238344,-0.007666100426443311,0.011996765557824147,0.042017924198825524,0.04301928918612357,0.33656604447830646,3759.0071525886797,160
Education,0.4117148287398472,-0.00868412649978587,0.025400411987227207,0.09648644349795918,0.09939517420348666,0.36771734772959563,4258.1875804913025,160
Public Transportation,0.3762964925094764,-0.00020393950091752205,0.008043312096269028,0.03773229693571537,0.03857952190220803,0.3487225621810339,100.0,160
Restaurant,0.3639034232929313,-0.0009649122733317835,0.007509081306484524,0.024369380966668994,0.025481796935671906,0.336374628153741,451.3474334116452,170
Store,0.35397462045011374,-0.007157081548277029,0.01135204541213384,0.04003246339954559,0.04099077023655958,0.33263660201785356,3347.7969726496967,170
Education,0.4127037255085208,-0.008729740531225341,0.025387742044413967,0.09619537447489229,0.099105394135415,0.36682680187984124,4083.4240500569917,170
Public Transportation,0.37628231664552453,-0.000213784814513778,0.00800729599319009,0.037770891178570215,0.03860973071129912,0.34639601547516186,100.0,170
Restaurant,0.36287035793849864,-0.0008809682840534565,0.007378191041243132,0.024028935870511497,0.025120735598161262,0.3323465124329825,393.8714416921467,180
Store,0.3516282719823733,-0.006957643201234488,0.01110205347265716,0.039515143299417674,0.04045112288141787,0.3289123953302993,3110.6874198021683,180
Education,0.413765800358301,-0.008781643199536367,0.025424096486799705,0.09597623444343015,0.0988974468974119,0.36617377334650003,3926.1781951023613,180
Public Transportation,0.3762850154708082,-0.00022366899216369918,0.00797456972173972,0.03783906091176392,0.03866960389133839,0.34427512479340056,100.0,180
Restaurant,0.36198994928669626,-0.0008036628600541075,0.007260367530626339,0.023717491144450348,0.02479085413764971,0.3284993575694461,344.080482704206,190
Store,0.3495000847990844,-0.007014013394940133,0.011044907354215688,0.03918272105249071,0.040100863128318155,0.325393026728732,3002.9820146999004,190
Education,0.4148988196761992,-0.008824085155997044,0.025521376547595762,0.09576482197592368,0.0987136125877492,0.36573462717306454,3777.9467371356027,190
Public Transportation,0.37629779096065846,-0.00023356827848471383,0.007944859225992485,0.03793166883747976,0.03875406733204086,0.34233763050013993,100.0,190
Restaurant,0.36119984907953256,-0.0007300922594472543,0.0071544263038548096,0.023435793659781615,0.02449263574003102,0.3248174749779294,299.75388430568756,200
Store,0.34793276157444764,-0.006845553060811088,0.010860578648255745,0.03878221108858231,0.03968816534920613,0.32206099024529117,2810.5778326595973,200
Education,0.41601712334678986,-0.008806686342646933,0.02568634481717523,0.09586317446743302,0.09885331964432233,0.3654779748362654,3615.760069924401,200
Public Transportation,0.37629166451907825,-0.0002435639028125853,0.007917551892186115,0.038037276542555294,0.03885180448017227,0.3405575798913326,100.0,200
Restaurant,0.36037296936099805,-0.0006601980543769596,0.0070585411425373315,0.02316875900842652,0.024211124211412288,0.3212921108976172,261.4779313455921,210
Store,0.34665522727697257,-0.006691764519898284,0.010708339500445073,0.03841852686367554,0.039317579132520125,0.3188871078400258,2650.3391400722935,210
Education,0.4179457034272618,-0.008814092030532877,0.02580135422787912,0.09568522336828833,0.09871009893981986,0.3653713992093216,3490.9078200910217,210
Public Transportation,0.37629961052545574,-0.00025248710320580905,0.00789290372780481,0.038159122379572905,0.03896604676251277,0.33890829506309356,100.0,210
Restaurant,0.3595954670844662,-0.00059586651205399,0.006970251794357246,0.02291891716993496,0.023947987753022017,0.3179159547942292,229.40938590444406,220
Store,0.3455301608328613,-0.006544230866506764,0.01057543739369254,0.038069675151151006,0.03896553713922002,0.31584834664089817,2519.537436542825,220
Education,0.4229896941117599,-0.008659414036406472,0.0262379180198654,0.0952276465469416,0.09839587164831919,0.36541004304737873,3333.885721378374,220
Public Transportation,0.3763631823971708,-0.0002597393780140218,0.007871513249242925,0.03830327755639352,0.03910286853736737,0.33737415325273346,100.0,220
Restaurant,0.3589164935061208,-0.0005338093351009763,0.006889371723115949,0.022686723239167116,0.023703710715067248,0.314679430285071,204.9516773622745,230
Store,0.3445102358144301,-0.006399192699833762,0.010451478333356976,0.03774472931407967,0.038638689459351096,0.3129315507455881,2456.917088846453,230
Education,0.42713066394200755,-0.008645079176847374,0.026358096968683742,0.09492512016508944,0.09813659011904403,0.3655259942683353,3319.2066187628197,230
Public Transportation,0.3767026964179368,-0.00026045619239183386,0.00786110698088304,0.03851563139231262,0.03930881614962769,0.33593795210704225,100.0,230
Restaurant,0.3583233972105704,-0.0004744272281227323,0.006814752256179869,0.022470095530043296,0.02347596558711901,0.3115727219314128,183.8412807888892,240
Store,0.34349599404619674,-0.006255855315282147,0.01033508905322201,0.03744330171921958,0.038336395026773155,0.31012591434794357,2424.1535591079696,240
Education,0.42924961748018303,-0.008713620284704987,0.026451936748002586,0.09483406173395117,0.09806771662587627,0.3656724770120162,3376.5412659532253,240
Public Transportation,0.3771227862175282,-0.00025806349155472444,0.007857531575654136,0.03874220877130471,0.03953015236722581,0.3345851132948151,100.0,240
Restaurant,0.35778578148923007,-0.0004178063192281243,0.006745153296074969,0.022266609797139927,0.02326208165073048,0.30858658637612657,164.42669659864833,250
Store,0.3425119557182541,-0.006126386078493957,0.010226757070896231,0.03716851277923879,0.038059851497671396,0.30742249219886303,2411.0248663441002,250
Education,0.430101504702005,-0.008819966284529862,0.026537691645576893,0.0948724741253929,0.0981185182281552,0.36588390845600316,3471.0770362591434,250
Public Transportation,0.3775276994242998,-0.00025409883423490177,0.007860271436703767,0.03895999543569268,0.03974418882289959,0.33330724784059196,100.0,250
Restaurant,0.3572898077287243,-0.0003633897780334592,0.0066777481091394525,0.022076439342137617,0.023061427573015034,0.3057128470694457,146.19486366105937,260
Store,0.3415519757443827,-0.005999012037664869,0.010118773130563025,0.03689860451948904,0.03778767576506146,0.3048133146153616,2413.454642818041,260
Education,0.4306329385934177,-0.008940244676193955,0.026621784187072128,0.09497378196283231,0.09822835984967093,0.3662018792279609,3596.7380772398697,260
Public Transportation,0.37790642887399833,-0.00024856535238881454,0.007875836702886942,0.03916685186945039,0.039950085161356064,0.3320984874293626,100.0,260
Restaurant,0.35681793620664665,-0.00031016027531220736,0.0066120854743394455,0.02189852922989513,0.022872889134435123,0.30294361047279367,128.77033878307788,270
Store,0.34053214023870243,-0.005869672877004277,0.010006786269570663,0.0366245172119512,0.03751050483225117,0.30229294055178,2436.932854011868,270
Education,0.431397659711917,-0.009054911504368192,0.026715752309096962,0.09510006147697553,0.09836544968643006,0.3666309114501019,3759.3596436377347,270
Public Transportation,0.3782732284060515,-0.0002408631352866849,0.007891745601172161,0.03936865728844756,0.04015112464525639,0.33095197811035965,100.0,270
Restaurant,0.3563881071997328,-0.00025849763576958965,0.006548469435714286,0.021730152890399954,0.02269394579095806,0.3002714951826529,112.03681517997587,280
Store,0.3393470078458636,-0.00573778376674033,0.00988589351225161,0.0363326767123955,0.03721387006304444,0.2998591273292067,2486.8429357317086,280
Education,0.4322835613891366,-0.009167283184736728,0.02681403780910989,0.09525781104959921,0.09853427885056228,0.36715577605585814,3973.2402534865932,280
Public Transportation,0.37866317212502637,-0.000230725619390679,0.007907353758147485,0.03957097263220221,0.04035263168869587,0.32986197586705984,100.0,280
Restaurant,0.3559820580882174,-0.00020892778391157625,0.006486750847897173,0.021570481709860576,0.022523764493068962,0.29769057974379504,100.0,290
Store,0.33808659699366916,-0.00560764634590831,0.009757233660912659,0.03603273652195789,0.0369068559001401,0.2975104885099578,2684.011786714597,290
Education,0.4332165151344034,-0.009284042201729967,0.026917056125176975,0.09545284257042941,0.09873995961928284,0.36776570396565167,4443.660880287333,290
Public Transportation,0.37917847885001194,-0.00021711940288876664,0.007924580148574188,0.03978971142120699,0.04057059236292953,0.3288251605184814,103.92078967374549,290
Restaurant,0.35559674447191575,-0.00016122518278269951,0.006428301089319233,0.021419450196338695,0.02236269008971893,0.2951957409671036,100.0,300
Store,0.3368528550574131,-0.0054768084536551956,0.009621827309314298,0.03573337129344464,0.0365986059014194,0.2952452194861375,3396.993173849819,300
Education,0.434131631822924,-0.009404948981387452,0.027023413866335954,0.09568598657525036,0.09898292710628319,0.3684463071791783,5833.424294555467,300
Public Transportation,0.37980713490083506,-0.0002004953380923774,0.007942433512461336,0.04001828658879148,0.0407983493933507,0.32783448305584906,124.35733340901618,300
Restaurant,0.35524295995459265,-0.00011391857260918,0.0063756778349542634,0.021277608717607623,0.02221199953073909,0.292782893792242,100.0,310
Store,0.3356679860582935,-0.005342766626024462,0.009484835655842804,0.035434360582893974,0.036290644278060655,0.29305917098730694,4689.987333631602,310
Education,0.43487411114191243,-0.009531107217666259,0.027129979002717856,0.09595882940251874,0.09926374310993392,0.36918057536704835,8366.596420027654,310
Public Transportation,0.3804469718216027,-0.00018178550375841767,0.007958167633788137,0.04023761651817785,0.04101664502591644,0.32687991148477685,159.57494866273342,310
Restaurant,0.3549150466873742,-6.332723006775459e-05,0.00633224287197334,0.02114977111933747,0.022077275824973302,0.29044835957825615,100.0,320
Store,0.33454085408422696,-0.005211054583896715,0.009346323083392545,0.03513936747220781,0.03598574456155745,0.2909473474391818,8228.773907087589,320
Education,0.4355248980674167,-0.00966360320517907,0.027233133226662782,0.09626207604877479,0.09957231343929959,0.36996087698935637,15259.791395960096,320
Public Transportation,0.38111129263723864,-0.00016087782236851337,0.007991903512973993,0.04044580789233558,0.04122751527985492,0.32595524874479503,254.04209562993395,320
Restaurant,0.35458952700937557,8.3212394282373e-06,0.006312276157036732,0.02107177678673615,0.02199692110250208,0.28818840802985185,100.0,330
Store,0.33343762740081384,-0.005078987945362115,0.009203866043349187,0.03484708909248484,0.03568241373301922,0.28890490705574473,-61036.43560750186,330
Education,0.43594035231426387,-0.009805220631501597,0.02732906851689825,0.0965993814961473,0.09991084095235662,0.3707812445709384,-117833.65586415595,330
Public Transportation,0.3815202646496145,-0.0001438988351586804,0.008014205117784551,0.040614347865470544,0.041397246639512345,0.3250564161795952,-1729.2956944655866,330
Restaurant,0.35422821817035255,0.0001243614208867567,0.006337181558619204,0.021152949874511034,0.022081478499807815,0.285999826991016,100.0,340
Store,0.33230302791953387,-0.004934051491223752,0.009069247507209785,0.03456617162219686,0.0353938780983965,0.2869274519264769,-3967.5097438108965,340
Education,0.43604290257455747,-0.009956302779532519,0.027417391643360926,0.09697431712325176,0.10028261853885104,0.37164425527266404,-8005.941640533933,340
Public Transportation,0.3815087000913366,-0.00013534304918792764,0.008022093105105465,0.04072950589737058,0.041511785202397185,0.324186499444618,-108.83041398439053,340
Restaurant,0.35384675117771636,0.0001565331276717788,0.006279763828642185,0.02101591227386654,0.021933524564609272,0.283879862559084,100.0,350
Store,0.33116207747958376,-0.004784992937144669,0.008935986152732093,0.03427758162107473,0.03509855115104804,0.2850116164849688,-3056.856403698724,350
Education,0.43618624033177256,-0.010106222520272483,0.02750686926465664,0.09736951849577931,0.10067430285437075,0.3725540015122343,-6456.283516843397,350
Public Transportation,0.38149092567342263,-0.000127736550547993,0.008047671437540885,0.040838731352501316,0.0416239195345902,0.323350193721326,-81.60352536737979,350
Restaurant,0.3534644563523433,0.00018736343373066633,0.006225807325626736,0.020884490421321934,0.021791913912224778,0.2818258302225396,100.0,360
Store,0.33008889293135346,-0.00465160660469106,0.008824666404538661,0.034010257241811025,0.034827214801082605,0.28315428241061447,-2482.6651135021966,360
Education,0.43648457256979856,-0.01025271599585887,0.027599826306638,0.09777798984944236,0.10108000556916535,0.3735057209464196,-5472.10082122912,360
Public Transportation,0.3815349575837025,-0.00012008655385678165,0.008082743508590623,0.04095155238599756,0.041741417856469,0.32254748596419947,-64.09284430034799,360
Restaurant,0.35309751320980964,0.00021680304556100373,0.006177335568467536,0.020758181066290713,0.021656743807548718,0.27983485995449375,100.0,370
Store,0.32926850690699194,-0.004534778904991846,0.00873195437370732,0.033765840116890544,0.03458055474203331,0.28135132136731217,-2091.658303626485,370
Education,0.43696604054482435,-0.010395319068873381,0.02769532374243428,0.09819323496461897,0.10149324948720201,0.37448632095664086,-4794.821512757929,370
Public Transportation,0.38154546560963765,-0.00011444008932683453,0.00812100619366462,0.04105635485135886,0.041851665662721145,0.3217766262238607,-52.78527754566692,370
Restaurant,0.352742920048872,0.00024530780028503377,0.006130282214022083,0.02063751554334769,0.02152736007755229,0.27790477727012775,100.0,380
Store,0.32870867162670564,-0.0044296287075099436,0.008657986147578898,0.03356342356525392,0.03437793645735466,0.2795950615044597,-1805.743112270774,380
Education,0.4377662858712627,-0.010559774563752854,0.027820060299638457,0.0985267422128793,0.10183302925535215,0.3754785291950041,-4304.703948053423,380
Public Transportation,0.381551334407236,-0.00011005013557594514,0.008156875812249803,0.041156436217355645,0.04195682011422444,0.32103412519558716,-44.862061234120205,380
Restaurant,0.35241248309440165,0.0002726948123457226,0.006084840956893793,0.020521818384544362,0.0214031763254484,0.27603349777665964,100.0,390
Store,0.32824199321253034,-0.004330587546755448,0.00858900402992033,0.03337161443381107,0.03418598618798092,0.2778783271687006,-1588.071114922834,390
Education,0.4386551230707512,-0.010729452134280313,0.02794548506908876,0.09883367307328547,0.10214658058790772,0.37646212308996796,-3934.6007509220635,390
Public Transportation,0.38151968827470384,-0.00010741544858099543,0.008188954045659105,0.04124659974106237,0.04205150913442619,0.32031592530486563,-39.39035277459333,390
Restaurant,0.35211771426705624,0.00029928118609230946,0.006041598413980352,0.02041009592106591,0.021283405687872715,0.2742183196189502,100.0,400
Store,0.3277958180859061,-0.0042329537916717145,0.008518553240850076,0.0331780845394704,0.03399166287816784,0.27619733957836673,-1414.3735017028814,400
Education,0.43963429709757595,-0.010898439938449613,0.02806556622626457,0.09912642962269026,0.10244485865211105,0.37742499743726843,-3641.5386081396136,400
Public Transportation,0.38156021930926565,-0.00010397915321884098,0.008220613489056559,0.04133866831968194,0.04214799132718937,0.31961919946782474,-34.74296349078553,400
Restaurant,0.35181462676183994,0.0003254291446812704,0.005998565887761239,0.02030240162036946,0.021167531744074115,0.27245610594911013,100.0,410
Store,0.32733838895937656,-0.004135233507843639,0.008444861047735617,0.032975400288106096,0.03378746137418431,0.27455070789952235,-1270.701649016022,410
Education,0.44066931609342885,-0.011068094042548243,0.02820737960691055,0.09939929125225691,0.10272960946097605,0.3783617583629364,-3401.0764627084895,410
Public Transportation,0.3815320146334134,-0.00010276300198608836,0.008247699851436955,0.04141602018654971,0.042229145393880625,0.31894242296669,-31.57768861997157,410
Restaurant,0.35142444230999953,0.0003514940104367584,0.005953209786143542,0.020198308228995987,0.021054425046340957,0.2707443648452103,100.0,420
Store,0.32682604776176155,-0.004034082362820297,0.008364200925013242,0.03275719977342572,0.033566652701752915,0.27293825370964964,-1147.6959046350858,420
Education,0.44200898239663106,-0.011247118118521195,0.028414179939377084,0.09960741822044424,0.10296846954382596,0.3792692226053609,-3199.8036337933,420
Public Transportation,0.38153130178773037,-0.00010163836133338749,0.008273221863254621,0.041489668225229696,0.042306364049416664,0.31828449965607264,-28.916100506831967,420
Restaurant,0.35101426139034675,0.00037708441153109536,0.005907739541612166,0.020097720926169602,0.020944631299316386,0.26908135779195713,100.0,430
Store,0.3263021536301566,-0.003943004325921154,0.008291117175595056,0.032545256667344494,0.03335249724456245,0.27136075858385916,-1045.6556159166507,430
Education,0.44343357438858083,-0.011414751200146216,0.02860839205139229,0.09976934109204197,0.10316038470626764,0.38013846762582076,-3027.107684934074,430
Public Transportation,0.3815506728710041,-0.00010067381878225348,0.008299433409624146,0.04155820945645851,0.042378712025377484,0.31764322928613736,-26.697952952624682,430
Restaurant,0.3506039080247713,0.0004019990385957176,0.0058635077313859835,0.020000348650550424,0.020838259664198576,0.26746521660963457,100.0,440
Store,0.3256750901235352,-0.0038523092926216968,0.008214676876659912,0.03232177515804692,0.0331260890940849,0.26981870907495925,-958.2881854839178,440
Education,0.44477092525878636,-0.01156255554005311,0.028775484736390626,0.09988739619933153,0.1033045388677558,0.38096505372694645,-2876.2644757669036,440
Public Transportation,0.38154892920703637,-0.00010074017503827653,0.008325067878240056,0.0416172415625076,0.04244162345936531,0.31701766678837817,-25.059804966247423,440
Restaurant,0.35019464914396903,0.00042627408270784695,0.005820155020310834,0.019906265462060136,0.02073528151515839,0.2658934518979261,100.0,450
Store,0.3248291457008577,-0.003754058242905347,0.008124965902416863,0.03208626029004683,0.03288541039769684,0.26831427600279334,-880.6677194771526,450
Education,0.4460273786767797,-0.010743641008288313,0.029900764661907896,0.10114932572463022,0.10492767032484408,0.381754431829463,-2520.3598914672048,450
Public Transportation,0.3815208333798014,-0.00010190290675911795,0.008347923879631302,0.04166720554720239,0.04249509932934063,0.3164075453002597,-23.90548965862383,450
Restaurant,0.34979271749846425,0.0004497207352641426,0.005777512819781446,0.019815818549140076,0.02063598968829594,0.26436340658791524,100.0,460
Store,0.32387194795867597,-0.0036488125040885205,0.00802175636433361,0.03182905485841072,0.03262090550028391,0.2668507122359805,-811.3507379074699,460
Education,0.4472362290575985,-0.010892470140281446,0.0300539785323282,0.10128620843553436,0.10508801900840664,0.38251762548323337,-2422.052017211031,460
Public Transportation,0.3815668438792507,-0.00010209561369789895,0.008371227363457042,0.041720231456038204,0.04255167137495019,0.31581395973220655,-22.702002752426633,460
Restaurant,0.3494016090447165,0.00047241487187122896,0.005738806561514533,0.019728759009366333,0.02054104809859931,0.2628726213380113,100.0,470
Store,0.32284370141310614,-0.0035396070144970626,0.007909493876847399,0.031565073891735206,0.032347877292977244,0.2654303492725597,-749.2581680328409,470
Education,0.44812213262984896,-0.011040816903000026,0.0302005936546038,0.10148158906050189,0.10530284486873799,0.38326197777088583,-2337.101890816328,470
Public Transportation,0.3815201430554246,-0.00010497597024570026,0.008390065552149226,0.041758189424712815,0.042592588135087886,0.31523733484896405,-22.22114003945131,470
Restaurant,0.349015404025629,0.0004948273639412449,0.005714478139228065,0.019644372440392955,0.020452671582472562,0.2614189253445273,100.0,480
Store,0.3217486730688237,-0.0035015050815984943,0.007873753615999768,0.031344433885565785,0.03212800948978343,0.2640541466729244,-707.6215538504977,480
Education,0.44868913716697806,-0.011057628395536714,0.030472211230843083,0.10187738419492762,0.10576051211092083,0.3839994168501264,-2234.6436760214583,480
Public Transportation,0.3815542133574961,-0.0001067031083188365,0.008409774162509112,0.04180093727858983,0.042638377939125234,0.314678041216641,-21.56370405002628,480
Restaurant,0.3486309886362434,0.0005165552019943398,0.005690774115785929,0.019563199615812887,0.020367544279277585,0.2600003973755592,100.0,490
Store,0.3206497576848045,-0.00340502957731912,0.007774227106936854,0.031103699810893788,0.03187921772274232,0.26272208746958164,-659.1801929731473,490
Education,0.44924817191933303,-0.010931706606194084,0.030888228473005156,0.10243809582170027,0.10643375368957211,0.3847410608678844,-2116.2707420210763,490
