poi_type,Cut_off,Effect_size,Effect_size_abs,Effect_size_abs_std,Effect_size_std,Effect_var,Effect_size_percentage,iteration
Public Transportation,0.3815477934149679,-0.00021052195483595152,0.008481538707402186,0.041324426995071814,0.042185310782578256,0.3040781605703208,-23.194053468001847,730
Restaurant,0.341318188971287,0.0009200142859489682,0.005235533189326847,0.018191889328874424,0.018907914185446472,0.233454686782857,100.0,740
Store,0.3099099105378004,-0.0018248431897156271,0.0061434236672015426,0.026206044395520902,0.026854578092900525,0.2373072330446611,-198.349440610409,740
Education,0.48810857668403207,-0.01332050255800449,0.03785244583449495,0.11129925949308772,0.11680281259869235,0.39545412839289484,-1447.858230186586,740
Public Transportation,0.3815851593715787,-0.00021177514095127784,0.008475236956520719,0.04125593181535679,0.042116940804291784,0.3037363936761781,-23.018679621136307,740
Restaurant,0.3411232653554148,0.0009320591028773682,0.005222872613684295,0.018152573318800953,0.018865990094929053,0.23265096174255884,100.0,750
Store,0.3097192423255278,-0.0017869144632151027,0.006097076232304873,0.02605266369777534,0.02669686425468487,0.23652895667334511,-191.71686191344546,750
Education,0.49072551527596114,-0.012499339494391384,0.03983443076878113,0.1134752522692317,0.1196126300373106,0.3953536374583968,-1341.0458044779089,750
Public Transportation,0.38153763910783256,-0.00021456592201329506,0.008466691859971679,0.04117777277766204,0.04203864654631005,0.30340413124743754,-23.020634780660007,750
Restaurant,0.3409251813764241,0.0009437299394259918,0.00521033705663284,0.018114990171884143,0.018825776344486074,0.23186102293337907,100.0,760
Store,0.3095685425577288,-0.0017508495097324982,0.006052327652655376,0.02590187000246657,0.02654189265357774,0.23576054800312476,-185.52442140358752,760
Education,0.49286476283786457,-0.012879575471692798,0.039909303337141676,0.11339526965474948,0.11952136298000582,0.39525722694482507,-1364.752238286155,760
Public Transportation,0.38162978481908316,-0.00021480787240760315,0.008462268108515646,0.04111216397589458,0.04197349003715555,0.3030821089999358,-22.761582888665853,760
Restaurant,0.3407267129657862,0.0009550538838473337,0.005198057453003144,0.018078671641813537,0.01878685821781233,0.2310848566496465,100.0,770
Store,0.3093933192195259,-0.0017151680599335512,0.006006565816175691,0.025748964144160696,0.026384582352720825,0.23500108869692843,-179.58861682486204,770
Education,0.49483844586914194,-0.013193254993922734,0.03983971264499311,0.11296358885718359,0.1190542445013859,0.39517779940540837,-1381.414726127818,770
Public Transportation,0.3816103697095446,-0.0002170740553228967,0.008454757718215529,0.041035052215161655,0.041896435614850035,0.3027681236332555,-22.728985138350183,770
Restaurant,0.34052411685077616,0.0009661059575611461,0.005185892125927663,0.018043238031369934,0.018748828098769207,0.23032230598978756,100.0,780
Store,0.3090264792679151,-0.0016759951300135128,0.005953130346398881,0.025583244340670656,0.02621322552147758,0.2342515856925494,-173.47943223996077,780
Education,0.4965903868665692,-0.013452382904826735,0.039799110808757886,0.112335748261272,0.11841588978160653,0.39511543280078715,-1392.4334902960493,780
Public Transportation,0.3815468699036103,-0.00022013858482481015,0.008445872283952641,0.040952646006520224,0.04181391529832704,0.3024614295682479,-22.78617403214567,780
Restaurant,0.34032065276039913,0.000976914350773248,0.0051737292237150284,0.018008438149936825,0.01871141248093463,0.22957298274510612,100.0,790
Store,0.30856531112861085,-0.001635709126633723,0.005896091976002027,0.025411588676824446,0.02603530670690543,0.2335148744980753,-167.43628807776497,790
Education,0.49817853151418284,-0.013744131242423761,0.03984697782776729,0.11163826892976993,0.11773692533794672,0.395067274682822,-1406.8921427497708,790
Public Transportation,0.38160880718517554,-0.000221000220184399,0.008440246360473105,0.0408807524513278,0.04174236263695315,0.3021616443721721,-22.622271851106778,790
Restaurant,0.3401177491014508,0.0009874370030189068,0.005161668866175163,0.017973864110146086,0.018674249240574804,0.22883641809819558,100.0,800
Store,0.3080818352051875,-0.001893076331272536,0.0055415843714488764,0.023549740700860987,0.024118783270050147,0.23279312361047294,-191.71616270048656,800
Education,0.49969747718249224,-0.01395060808394684,0.03988494658074764,0.1109364627781314,0.11706019080610175,0.3950293498784943,-1412.8099353473108,800
Public Transportation,0.38159019321179366,-0.00022336088580046938,0.008432062082960243,0.040799759484181436,0.04166137485552587,0.3018669981686358,-22.62026692513898,800
Restaurant,0.33991476529507036,0.0009976823291691617,0.005149603349905705,0.017939274454465245,0.018637076288518354,0.2281121472500251,100.0,810
Store,0.30759996641838283,-0.0018529985783844244,0.005485483278770146,0.023380848488802574,0.023944122433835695,0.23208719904892525,-185.73031958254117,810
Education,0.5014856204612189,-0.01413737857824529,0.03994096487292861,0.11016454710279289,0.11632558893158186,0.39499541567094,-1417.0220484929757,810
Public Transportation,0.3815703833155554,-0.00022583608708984018,0.008423413162041461,0.040716873394520695,0.0415784399224604,0.3015775787371918,-22.636071672023032,810
Restaurant,0.33971326254551076,0.0010076606355057564,0.005137677622121498,0.017904506867807157,0.018599777352749515,0.2273998573359138,100.0,820
Store,0.3071389569215506,-0.0018147215871255123,0.005430544931754619,0.02321463730246861,0.02377218940068822,0.2313968947519218,-180.09253544122848,820
Education,0.503642666237681,-0.01421931890660726,0.04009521052938049,0.10970835218039321,0.11593687685704118,0.3949524759388909,-1411.121800889882,820
Public Transportation,0.3815703108360226,-0.00022804340841103043,0.008414817705211818,0.04063380365604902,0.04149533892829614,0.3012926133184343,-22.630973204244782,820
Restaurant,0.3395120097996858,0.0010173683396979675,0.005125652259433868,0.017869724377186112,0.01856244386018768,0.2266994321110757,100.0,830
Store,0.30673592751322243,-0.0017788630715129762,0.005378329977528982,0.02305353623908244,0.023605669078564196,0.23072126598338893,-174.8494622941656,830
Education,0.5057984992725456,-0.014400309618607275,0.040213938711063525,0.10898700704313616,0.11527341260570899,0.39488390087906367,-1415.4469975822508,830
Public Transportation,0.38157520399074996,-0.000230244239421819,0.008405820878706052,0.04054897796261762,0.04141043861211751,0.3010111626205396,-22.63135488275299,830
Restaurant,0.3393099088051063,0.0010267812465527839,0.005113503434292658,0.01783479188895367,0.01852494100844961,0.22601073738182675,100.0,840
Store,0.3063554037459771,-0.0017443167517748567,0.00532726168148365,0.022894481096743573,0.02344129562932967,0.23005896865379333,-169.8820228389501,840
Education,0.5077427375522056,-0.014597459295523751,0.04035933405459314,0.10838895527320538,0.11473428281321449,0.39479056398254575,-1421.6717869100016,840
Public Transportation,0.3815285561590749,-0.00023344366236396287,0.008394815904717471,0.040457033588068556,0.04131815587458747,0.30073230836190956,-22.735481695609856,840
Restaurant,0.33910971334048085,0.0010359138153330125,0.005101238594094828,0.017799543903667687,0.018487111211319043,0.22533362817607222,100.0,850
Store,0.3059848242820854,-0.0017108287553830074,0.005276856524734033,0.022736418631413135,0.023277951197114684,0.22940908968325677,-165.15164968941278,850
Education,0.5095888795702458,-0.014802332579772166,0.04052064695664998,0.1078107444203276,0.11421895811312797,0.39468507799863745,-1428.9154522969363,850
Public Transportation,0.381553123740819,-0.00023549075779617063,0.008387636491080408,0.04036877171039018,0.04123026460520348,0.30045567484124813,-22.732659253170404,850
Restaurant,0.3389134167316279,0.0010448101877700913,0.005088940299637365,0.017764092796580255,0.018449083389976847,0.22466792280233963,100.0,860
Store,0.30562233714227666,-0.0016785875189300188,0.005227296753309488,0.022579619276535214,0.023115929182313498,0.2287710821154886,-160.65956654888487,860
Education,0.5113086771344726,-0.015007777610561296,0.0406610363511898,0.10728588384502151,0.11374685648734283,0.3945732093717519,-1436.4118752126612,860
Public Transportation,0.38155555423863713,-0.00023800243925919368,0.00837961771796754,0.040276009399263735,0.04113779625925242,0.3001810820643965,-22.779490671617157,860
Restaurant,0.3387181276959908,0.0010534919963787422,0.005076438527696358,0.01772809518378031,0.018410479124243904,0.22401339902413192,100.0,870
Store,0.305276532070138,-0.0016472898896875488,0.005178417155876164,0.022423526434829578,0.022954672248435757,0.22814452037515,-156.36472752995928,870
Education,0.5128940573575215,-0.015216727603506303,0.04075842052989903,0.10680432562937238,0.1132998853409737,0.3944590863229663,-1444.4084678205488,870
Public Transportation,0.3815556292109112,-0.00024059961222614202,0.008370877773975634,0.04018072526336701,0.04104271420390732,0.29990856837468133,-22.83829521754086,870
Restaurant,0.3385225874966342,0.0010619675228025524,0.005063684813325394,0.01769150217614267,0.01837123779492486,0.22336987744250683,100.0,880
Store,0.3049540765496131,-0.0016171445083945862,0.005130593759522481,0.02226862803170914,0.02279472812689027,0.22752890237491305,-152.27815104240773,880
Education,0.514675154124729,-0.01541859931843977,0.04084622013202096,0.10632016303803993,0.11284794000142986,0.39434561744373126,-1451.8899106961194,880
Public Transportation,0.38155447267205383,-0.00024324827126237245,0.008361463583262932,0.0400831310601637,0.0409452353652903,0.2996380990956391,-22.905434115389486,880
Restaurant,0.3383312710669918,0.0010702373732820536,0.005050843212185778,0.017654437539883664,0.01833152404925916,0.22273718306100784,100.0,890
Store,0.30464493511112045,-0.0015877618895196162,0.005083301768374826,0.022114344257510046,0.022635441038120273,0.22692361128114358,-148.35604970984065,890
Education,0.5176872093410977,-0.016018875020601897,0.04143992936605179,0.10605364430560542,0.11272993772480126,0.3942253920848722,-1496.759076117615,890
Public Transportation,0.3815454151908335,-0.00024600850249890857,0.008351218226011023,0.0399827202590342,0.040844831312998965,0.2993695219392711,-22.986349443627095,890
Restaurant,0.3381449583916661,0.001078295851901215,0.005038070067944828,0.017617341242907546,0.01829180528363303,0.2221150780190049,100.0,900
Store,0.30434741423178413,-0.0015590552421023286,0.005036528653825915,0.02196106561042129,0.022477196675255374,0.22632750176144473,-144.58510986140348,900
Education,0.5220351173555633,-0.016227802438144118,0.041414334574729615,0.1050160416546571,0.11171470154419642,0.3940840392702246,-1504.948981258882,900
Public Transportation,0.3815564627107441,-0.0002483236390298058,0.008341012941483148,0.039882273857688874,0.04074440575490066,0.2991020844029651,-23.029267764683496,900
Restaurant,0.33796366980922066,0.0010861528300915948,0.005025409429935427,0.017580272121159826,0.018252150005470515,0.22150313475327338,100.0,910
Store,0.30405661871896217,-0.0015309356960587785,0.0049901034419298,0.02180872742441779,0.022319900540285684,0.2257393866223185,-140.95030217153467,910
Education,0.526321083031829,-0.01655846124497562,0.041248925896530154,0.10370132618208405,0.11036872881726541,0.3939275455747773,-1524.5056483974959,910
Public Transportation,0.381567798042594,-0.0002505100306864741,0.008330355812866038,0.03978020044498326,0.040642298411095346,0.2988356888100582,-23.063976242215258,910
Restaurant,0.33778571228912596,0.001093826671328162,0.005012697814241579,0.01754276449536017,0.018212063824005854,0.22090049929068378,100.0,920
Store,0.30374628486246313,-0.0014576693462970537,0.004897640184924408,0.02161944413379929,0.022119277658014077,0.22515971231721985,-133.2632842575599,920
Education,0.5304846436781094,-0.01685924965800484,0.04112315213379635,0.10302526444945746,0.10964070620562906,0.39379210390655467,-1541.3090665940483,920
Public Transportation,0.3815554671914637,-0.00025280890216575663,0.008318368027728427,0.03967308218123235,0.040534982226004934,0.29857061641177307,-23.1123366061999,920
Restaurant,0.3376068159349029,0.0011012799154975139,0.0049996960319737774,0.01750431473682991,0.018170998249019146,0.22030623808351538,100.0,930
Store,0.3034267374474939,-0.0014304269304268196,0.0048504855570336135,0.02146539219390782,0.021960058082208713,0.22458971628438149,-129.88767980760008,930
Education,0.5337640972177506,-0.016993320791989758,0.04118073520566587,0.10286242710976758,0.10948862457557837,0.3937083588147817,-1543.0519119485493,930
Public Transportation,0.38155130125292785,-0.0002546348874581064,0.008305742611842856,0.03956281779171386,0.040424461320203414,0.2983070095731739,-23.121722631532112,930
Restaurant,0.3374212454755692,0.0011085400168383917,0.0049861146032019795,0.01746461630317645,0.018128576901800888,0.21971989627777055,100.0,940
Store,0.30310968154694057,-0.0014037962161898214,0.0048033614437545105,0.02131035657094919,0.021799837947190245,0.22403015587755676,-126.63469021114044,940
Education,0.5359909834732778,-0.016944596150258354,0.04151021526069182,0.10274754303440542,0.10951272178108175,0.39369060914720905,-1528.5506966708465,940
Public Transportation,0.3815311007322784,-0.0002564528992643102,0.00829178185972728,0.03944765267454264,0.040308872222515876,0.2980449033268914,-23.134293337982147,940
Restaurant,0.33722886510164135,0.0011155277637678804,0.004971970148907078,0.01742365113089848,0.018084792055789473,0.21914145909849414,100.0,950
Store,0.3027941196578775,-0.0013780800874608383,0.004755915555814145,0.021151292979738466,0.021635545353914994,0.2234805564410049,-123.53615322008157,950
Education,0.5372813806725327,-0.016976392067981114,0.041791126740457256,0.10272365828805811,0.10959220026385492,0.3937502243419446,-1521.82604677095,950
Public Transportation,0.3815415016614121,-0.0002576908447419185,0.008277810256788419,0.03933232117122048,0.04019312412331202,0.2977837607688297,-23.100352417184567,950
Restaurant,0.3370309870175026,0.0011222132082705668,0.004957348739929666,0.017381471432821285,0.018039719876274347,0.21857110970287286,100.0,960
Store,0.3024838529751801,-0.0013557213189359393,0.004705830658560835,0.02096593687055482,0.02144475158990012,0.22293987250129046,-120.8078205589141,960
Education,0.5383379014876574,-0.017103520598925982,0.04197564294102254,0.10279605619913794,0.10971077136512465,0.3938911049731297,-1524.0883348079703,960
Public Transportation,0.3815449258966748,-0.0002591133708291974,0.008262809690370604,0.0392139893236694,0.0400742291618591,0.2975231376072239,-23.089495732144773,960
Restaurant,0.3368316013908483,0.0011286185333713515,0.004942259688706755,0.01733821904941339,0.01799349857148931,0.2180090219110566,100.0,970
Store,0.3021936675273276,-0.0013365603002919754,0.004652698348522465,0.020745219327609126,0.02121851393091972,0.22240756976306503,-118.4244508460685,970
Education,0.539759646715618,-0.017112059320598987,0.042230030757469984,0.10283280384572539,0.109841424200338,0.3940957310663049,-1516.1951372074957,970
Public Transportation,0.3815370361535425,-0.00026074863295830577,0.008246691903081175,0.039092522762303204,0.039952037162276834,0.297262454984119,-23.103344952116885,970
Restaurant,0.33663242212062106,0.0011347745227692821,0.004926793199184216,0.01729410796396234,0.017946357521212687,0.21745531622582032,100.0,980
Store,0.3019741000244504,-0.0013106274143603444,0.004607780116837886,0.020565162134892092,0.021034252708861636,0.2218833222235937,-115.49672539016069,980
Education,0.5413274953879806,-0.019372182577840794,0.044797902047918316,0.10946098894596588,0.11667595583964399,0.394338180614726,-1707.139364617148,980
Public Transportation,0.3815364904449267,-0.0002622260045983192,0.008229990188719971,0.038969600328348286,0.039828303074323196,0.2970009987865515,-23.108203377565072,980
Restaurant,0.3364350205778744,0.0011405974998859383,0.004911175910218874,0.01724934558738094,0.017898564449621828,0.2169100810542536,100.0,990
Store,0.3017816768433543,-0.0012883509885673508,0.004567516665169685,0.020420872182307984,0.020885745878541674,0.22136632995772004,-112.9540428324793,990
Education,0.5435810455435026,-0.019274174934530618,0.04504734113418214,0.1092611425176699,0.11660088502288078,0.3945985201454544,-1689.8314205018044,990
Public Transportation,0.3815863766703706,-0.0002628390305716253,0.008213922309987328,0.03884893933602651,0.0397069203400715,0.29673863100333,-23.04397744146464,990
Restaurant,0.33623958319061176,0.0011461182423907618,0.004895437382793769,0.01720417489985526,0.01785036005597992,0.21637333521255211,100.0,1000
Store,0.30159854372112216,-0.0012667457486416334,0.004527460395070748,0.02027743925043498,0.02073807598096587,0.22085601497691443,-110.52487446663852,1000
Education,0.5464243882005563,-0.01909143283909203,0.04532511432506467,0.10894139914034714,0.11643930447828625,0.3948546854565615,-1665.7472268540098,1000
Public Transportation,0.38154044806214055,-0.0002648702691478217,0.008194573387953888,0.03871841068626689,0.03957519681342734,0.2964748636565015,-23.110204458076836,1000
Restaurant,0.3360462521012248,0.0011513601084818265,0.004879487200435672,0.017158804056928302,0.01780191905115489,0.21584496760907895,100.0,1010
Store,0.30142464944831887,-0.0012459993509362874,0.004487483645134919,0.020135203949655404,0.020591537902182985,0.22035189871315353,-108.21977778778972,1010
Education,0.549235394028905,-0.018973911876350256,0.04558988410506544,0.10857135460133555,0.11621603693462763,0.39509468093370087,-1647.9563376022372,1010
Public Transportation,0.3815461554048647,-0.00026605661769544154,0.008176014012156065,0.038590769597046395,0.039446469006686434,0.2962096096528346,-23.108028125645372,1010
Restaurant,0.33585566685559565,0.0011563252674992891,0.004863293773790401,0.017113217729828226,0.017753218279355387,0.21532485949810198,100.0,1020
Store,0.30125755345786326,-0.0012256679953428892,0.00444793108957783,0.01999421524727444,0.02044628260337724,0.21985365556144176,-105.99681852439005,1020
Education,0.5520529117920876,-0.018923612430726582,0.04585008486378982,0.10819120912330878,0.11597182807109627,0.395316759330855,-1636.5302188415783,1020
Public Transportation,0.381525520181574,-0.00026762893240433886,0.008156195136817061,0.03845964512805042,0.03931407123715312,0.29594174468042767,-23.144779408230253,1020
Restaurant,0.33566179164814447,0.0011610920385067933,0.004846575952031552,0.017067185939470982,0.017703954350071133,0.21481274575735257,100.0,1030
Store,0.3010920994682061,-0.001205693792603818,0.004408591306466961,0.01985444179855139,0.020302237288486142,0.21936114556490938,-103.84136249477554,1030
Education,0.555846013507204,-0.018739637876474313,0.046035224055057056,0.1073538724426169,0.11529493377630941,0.39552113645418985,-1613.9666154781469,1030
Public Transportation,0.3815442467273824,-0.0002685575313134845,0.008136882531721325,0.03833051060256417,0.03918373102756667,0.2956706914396627,-23.129736696744498,1030
Restaurant,0.33546153099929066,0.001165823581691617,0.004829048963998813,0.017020655013284473,0.017653987265043428,0.21430834815475225,100.0,1040
Store,0.30092358117352674,-0.0011861210689266674,0.004369279129001903,0.019716547813107114,0.020160009290263705,0.21887424772362069,-101.74104277472227,1040
Education,0.5609624044419539,-0.018211265096612275,0.045810767542328885,0.10567116052106418,0.11372497708184741,0.39570905649341076,-1562.0944182813337,1040
Public Transportation,0.38154873463492633,-0.0002697276380018102,0.00811661465482542,0.038199059415416424,0.03905092599002921,0.29539569335158133,-23.136231093424428,1040
Restaurant,0.33525475747980504,0.0011712120358149303,0.0048105291716748445,0.01697447876712831,0.017604044498193784,0.21381125985781313,100.0,1050
Store,0.30075284540933894,-0.0011667809508054603,0.004330008749812939,0.01957952203853652,0.020018623360357014,0.21839261797348597,-99.62166671157995,1050
Education,0.5661532471492683,-0.017629901310748704,0.04669391323569553,0.10584486581862976,0.11433566256072364,0.3958729987774475,-1505.2698206334437,1050
Public Transportation,0.3815483806503591,-0.0002710107097533639,0.00809559887638014,0.038066177625666386,0.03891656656735317,0.2951159760774238,-23.13933783687549,1050
Restaurant,0.3350380396026113,0.0011781756279960211,0.004793051790647898,0.01693349714921674,0.017559287381894537,0.2133212483155111,100.0,1060
Store,0.30058449864442593,-0.0011477282290683379,0.004290896131008352,0.019443047278834922,0.019877791552542056,0.21791586471958152,-97.41571645141974,1060
Education,0.5697171532800356,-0.01700101524703541,0.047839896235172076,0.10648135944764234,0.11548983099035218,0.3960326232971519,-1442.9949867451191,1060
Public Transportation,0.38156730221708396,-0.00027184121068083946,0.008074240943629648,0.03793304779415079,0.038781897634402686,0.2948323256775374,-23.07306349081578,1060
Restaurant,0.33481893837803295,0.00118511165287284,0.004780431323997379,0.016900565377672306,0.017523616752789826,0.21283825997049285,100.0,1070
Store,0.30041890774594115,-0.0011288924640388421,0.004252018031038869,0.019306647911478826,0.019737069506862603,0.21744361645200447,-95.25621162379795,1070
Education,0.5725362410726375,-0.01670431987433866,0.04908843605638587,0.107402500675971,0.11690140034853994,0.39624624192315916,-1409.5144397446068,1070
Public Transportation,0.38154254188239634,-0.0002725786311000021,0.008050244915911392,0.037791917527628296,0.03863885576089287,0.29454508290410325,-23.000249000947864,1070
Restaurant,0.33459647728542435,0.0012060913155433148,0.004781598288170677,0.016919911207885652,0.01754116362191352,0.21236227227431576,100.0,1080
Store,0.300261948297726,-0.0011104348987068338,0.00421369733861232,0.019169425524471727,0.019595638661075342,0.21697594359133252,-92.06889100321644,1080
Education,0.5754702513664202,-0.016447653025617983,0.0500442524396754,0.1087355715627689,0.11856359658544809,0.39653470462890744,-1363.715401450239,1080
Public Transportation,0.38151452593891017,-0.0002720725564448807,0.008024083232082996,0.037643332495674864,0.038488080877323,0.2942525517279366,-22.558205414348635,1080
Restaurant,0.33437435978094854,0.0012221631626741832,0.0047777560781516685,0.016925359518078876,0.017544260177116067,0.21189317724386925,100.0,1090
Store,0.3001153852904388,-0.0010921606582818097,0.00417589281587629,0.019032444708998952,0.019454542336104722,0.21651256060906376,-89.36291745957075,1090
Education,0.5782182785460694,-0.016240393183943873,0.050756969598900296,0.10997726050439435,0.12003131849707399,0.3968812070193498,-1328.823653006256,1090
Public Transportation,0.38152901624857144,-0.000269497876751521,0.007996714821577423,0.03748982548306598,0.038332255785210524,0.29395406017864495,-22.050891810700605,1090
Restaurant,0.3341558816482463,0.0012258130829918713,0.004761551456919864,0.01688112297149583,0.017496915937993927,0.21143077966999882,100.0,1100
Store,0.2999720496362848,-0.001074089414392747,0.004138322277743479,0.018895192926922127,0.01931321720868808,0.21605305160335692,-87.62260978412722,1100
Education,0.5805826047968462,-0.016064886995932007,0.051256991455118486,0.11091155754230933,0.1211221374287088,0.3972634235356863,-1310.549480898185,1100
Public Transportation,0.3815353372214203,-0.0002658577762778735,0.007966999671783272,0.03732832539383684,0.03816813173474897,0.2936507258870146,-21.688280209001203,1100
Restaurant,0.3339396427924997,0.0012293875398118293,0.004745200315840057,0.01683639328392883,0.01744905931921626,0.21097489513203896,100.0,1110
Store,0.2998251603567991,-0.0010562574552747258,0.004100732258609248,0.018757353632124975,0.019171297309404155,0.21559728392325272,-85.91737113558163,1110
Education,0.5824021123658188,-0.01591388433016937,0.05162171283018883,0.1114721695129134,0.12180966339730265,0.3976660836539166,-1294.4562893979842,1110
Public Transportation,0.38153866551375637,-0.00026148034747642006,0.007935581434598176,0.03716133473148362,0.03799828785298613,0.2933442588998102,-21.269155494811862,1110
Restaurant,0.3337244433946177,0.0012328364987339105,0.004728666856462588,0.016791025394687346,0.0174005441929795,0.2105253316615038,100.0,1120
Store,0.29968395572236173,-0.0010388063244208784,0.004063447303355758,0.018619734274104047,0.01902963451687229,0.21514518063825874,-84.26148361828226,1120
Education,0.5837093805587253,-0.0158001748742973,0.05187936646501513,0.11173151710289711,0.12217100741529453,0.39808487505551404,-1281.6115430167465,1120
Public Transportation,0.3815424448838184,-0.0002567564009074277,0.007903104790548749,0.036991317539377205,0.0378252655612624,0.29303675628212844,-20.82647627411336,1120
Restaurant,0.3335093958733402,0.0012361389581793945,0.004712230289198204,0.016744832948185604,0.01735126811611043,0.210081964387023,100.0,1130
Store,0.2995510898215309,-0.0010217939319798624,0.00402656899212686,0.018482705287886952,0.018888610053887263,0.21469669070801514,-82.66011884980772,1130
Education,0.5846849417204483,-0.015705365533251185,0.05209959952521096,0.11181678858417798,0.12235482815742535,0.39852114879169054,-1270.517802980848,1130
Public Transportation,0.38152029545390315,-0.0002523988134417768,0.00786935671339981,0.03681800510591686,0.03764875256766184,0.2927297221592281,-20.418320430052127,1130
Restaurant,0.33329273297188006,0.001239333672649432,0.004695461970085676,0.016697879179043223,0.017301172915102702,0.2096446787026325,100.0,1140
Store,0.29943019869280235,-0.0010052538856794167,0.003990250379114701,0.01834664054582077,0.018748620803432613,0.2142517434396719,-81.11244839578977,1140
Education,0.5855309426580604,-0.015619696257693126,0.05227820546687705,0.11182490010524707,0.12244935336375977,0.39897505796489574,-1260.3301759970368,1140
Public Transportation,0.381520960161593,-0.00024789192015890114,0.00783591327795909,0.03664624866008532,0.03747382589691665,0.2924239794955585,-20.00203219113388,1140
Restaurant,0.33307004854217154,0.001242402506917575,0.004678248632643825,0.01665015987066918,0.01725022521587707,0.20921339055955276,100.0,1150
Store,0.29929925799057766,-0.0009886919306004173,0.003953794096634555,0.018211090074325906,0.01860910469958615,0.21381038113233256,-79.57903538470647,1150
Education,0.586315645090769,-0.015542586134342458,0.05242788678761464,0.11179883301220007,0.12249934853770154,0.39944259565161,-1251.010525800042,1150
Public Transportation,0.3815086955172795,-0.0002438542451573007,0.007801982327859671,0.03647378993691067,0.03729810740122398,0.29211989451626497,-19.627636277256705,1150
Restaurant,0.3328420136699471,0.0012453260067978476,0.0046606386931319745,0.016601724971321532,0.017198487962263212,0.20878798568226115,100.0,1160
Store,0.29915264449930307,-0.0009723160947717186,0.003916953203528046,0.0180750359207477,0.018469002337614126,0.21337272611852234,-78.07723354881752,1160
Education,0.5870590622380436,-0.015479502648477425,0.052470316398758515,0.11174524608566988,0.12247660643359012,0.3999185512042959,-1243.0080608595365,1160
Public Transportation,0.3814931749882838,-0.00024015971918221467,0.007767860995125761,0.03630153702204488,0.037122548106397195,0.2918176408804017,-19.284887480969434,1160
Restaurant,0.3326139767448126,0.0012480635495317732,0.004642778901388763,0.016552569032299593,0.017145998800669335,0.208368348298657,100.0,1170
Store,0.2990014682596367,-0.0009562118398128882,0.0038801162928094085,0.01793922791060828,0.01832912598548752,0.21293897720401128,-76.61563709409054,1170
Education,0.5878955899616279,-0.015414752078550656,0.05245681542246361,0.11168528186104343,0.12242428307735338,0.4003977875793521,-1235.0935242306928,1170
Public Transportation,0.3815319068484738,-0.0002359738804369602,0.007735025857335467,0.0361338153133616,0.03695169211878564,0.29151733873618246,-18.907200721108218,1170
Restaurant,0.3323851154306787,0.0012505283097650865,0.004624799771700537,0.01650272251821923,0.01709282897557152,0.20795436275515708,100.0,1180
Store,0.29885063935224965,-0.0009403914033479933,0.0038434616339211385,0.017804026554304152,0.018189865939206375,0.21250940327894519,-75.19952935129051,1180
Education,0.5888291476122572,-0.015346650565852011,0.05243004141821377,0.11161596051702065,0.12235813091765647,0.40087252145550495,-1227.2133662239842,1180
Public Transportation,0.38152916095404893,-0.00023258266025151305,0.007701011076651737,0.035963332598943486,0.03677788423130257,0.2912186028184253,-18.598752098239505,1180
Restaurant,0.3321532732400675,0.0012528396676608376,0.00460654131703257,0.016452219712745252,0.01703895974374924,0.2075458689672471,100.0,1190
Store,0.29870138920555006,-0.0009248561689602819,0.003807637051949228,0.0176693780494454,0.018051306369355532,0.21208392107908494,-73.82079230354114,1190
Education,0.5896522711794815,-0.015289384571768086,0.052407427718519486,0.11152034299131999,0.12226839370986306,0.4013382074811261,-1220.3783905018524,1190
Public Transportation,0.381519730915184,-0.00022949375470446542,0.007666700380833371,0.0357926806729391,0.03660384702597543,0.2909216874719415,-18.317887007277676,1190
Restaurant,0.3319217105517793,0.001254994267819025,0.004588082472409288,0.016401052451805138,0.016984404955376977,0.20714272789398133,100.0,1200
Store,0.2985524244654676,-0.0009095796526443651,0.0037722932658894688,0.017535269218326908,0.01791336171405506,0.21166240038593856,-72.476797382116,1200
Education,0.5903965534202475,-0.015235623986218505,0.052386653280764944,0.11140431887103552,0.1221603841956508,0.4017954849893774,-1213.9994880371469,1200
Public Transportation,0.3814990375105585,-0.00022676727396367657,0.00763198298148774,0.03562153446056996,0.03642923905544488,0.29062687772463425,-18.069188025676088,1200
Restaurant,0.3316889872792041,0.001257160917273755,0.004569526898860358,0.01634954056607225,0.016929489042175193,0.20674485294504466,100.0,1210
Store,0.29840253869299216,-0.0008945291789533556,0.003737104916638166,0.017401720902244625,0.01777598551601513,0.21124480973553045,-71.15470793454249,1210
Education,0.591258252687631,-0.015173170055422614,0.05238066597623192,0.11127247779985486,0.12204537432570724,0.40224898245626983,-1206.9393700471328,1210
Public Transportation,0.3815241298746042,-0.00022358433831766268,0.007598311931977188,0.03545406771411984,0.036258451038849976,0.29033418529808463,-17.78486232315602,1210
Restaurant,0.33145604417967134,0.0012592005431722253,0.004550782240775103,0.016297382986475796,0.016873906637258,0.20635214588421547,100.0,1220
Store,0.29825292087077804,-0.0008797122840919266,0.0037021180560617424,0.01726882661173857,0.017639278810215746,0.21083113532238504,-69.86276243780219,1220
Education,0.5920630181579202,-0.015112694347577197,0.0523902491531936,0.11111808884761114,0.12191625955973227,0.4026952382056289,-1200.1816890504772,1220
Public Transportation,0.3815334952124123,-0.0002207591534740435,0.007564148103421401,0.03528576263168839,0.036086737819128335,0.2900433806501262,-17.531691410956572,1220
