iteration,lengthscales,variance
1.0,49.99000000027415,0.9936904356470131
10.0,49.902255436282765,0.9397093932711633
20.0,49.81605954926447,0.8896535986133397
30.0,49.74665076557318,0.8516927654900494
40.0,49.69273473702577,0.8238735146778582
50.0,49.65078913009773,0.8035190739257787
60.0,49.61785832690608,0.7884976687547167
70.0,49.59144585095255,0.7772812082240651
80.0,49.569224229614996,0.7687633882022482
90.0,49.54957265914164,0.7621576518152977
100.0,49.53199174913527,0.7569410218257154
110.0,49.51678125910261,0.7527798770218176
120.0,49.504381499689046,0.749446841268715
130.0,49.494971388491855,0.7467659293839858
140.0,49.48845020851013,0.7445934761088826
150.0,49.484574616052235,0.7428152742623862
160.0,49.48305325845385,0.7413432607369109
170.0,49.48357587431181,0.7401095223962529
180.0,49.48582602812783,0.7390612279066531
190.0,49.48949783922812,0.7381576165893086
200.0,49.49430837627462,0.7373677788743666
210.0,49.50000136103088,0.7366684486038829
220.0,49.50634755922707,0.7360420685138632
230.0,49.51314577388022,0.7354753988021321
240.0,49.52022345533842,0.7349585200623596
250.0,49.52743553801478,0.7344840143969574
260.0,49.53466201833879,0.734046286795535
270.0,49.54180532002578,0.733641057978697
280.0,49.54878775107312,0.7332650080228458
290.0,49.55554894811592,0.7329155166987176
300.0,49.56204335116752,0.7325904675643784
310.0,49.56823785134937,0.7322881067079768
320.0,49.57410969738004,0.7320069457943367
330.0,49.57964464583755,0.7317456950623785
340.0,49.584835333636136,0.7315032152411678
350.0,49.58967987515772,0.7312784828198865
360.0,49.59418067208583,0.7310705658042954
370.0,49.59834341512956,0.7308786069248756
380.0,49.602176260603315,0.7307018114038569
390.0,49.60568915386619,0.730539438052946
400.0,49.608893280878014,0.7303907927437426
410.0,49.61180063268762,0.7302552233591343
420.0,49.614423658705775,0.7301321159609769
430.0,49.6167749975716,0.7300208916116087
440.0,49.61886726991629,0.7299210037396436
450.0,49.62071292231417,0.729831935867379
460.0,49.62232411224346,0.7297531996273666
470.0,49.62371262549237,0.7296843329738788
480.0,49.624889819996156,0.7296248985553939
490.0,49.62586659028181,0.7295744821996826
500.0,49.6266533472397,0.7295326915301148
510.0,49.62726001017068,0.7294991546708514
520.0,49.62769600816254,0.729473519023378
530.0,49.62797028803061,0.7294554501239836
540.0,49.62809132722048,0.72944463057381
550.0,49.62806715040368,0.7294407590162735
560.0,49.62790534811539,0.7294435491872713
570.0,49.62761309693974,0.729452729014457
580.0,49.62719718046275,0.7294680397671204
590.0,49.62666401044575,0.7294892352551983
600.0,49.62601964789821,0.729516081073176
610.0,49.625269823731664,0.7295483538874911
620.0,49.62441995881082,0.7295858407645077
630.0,49.62347518335799,0.7296283385328791
640.0,49.62244035507762,0.729675653203374
650.0,49.62132007693929,0.729727599397672
660.0,49.62011871379593,0.7297839998239799
670.0,49.61884040807201,0.7298446847813576
680.0,49.61748909441429,0.7299094917022022
690.0,49.616068513612056,0.7299782647117505
700.0,49.61458222560941,0.7300508542225829
710.0,49.61303362152476,0.7301271165518509
720.0,49.61142593502283,0.7302069135662346
730.0,49.6097622526589,0.73029011235331
740.0,49.60804552378606,0.730376584906058
750.0,49.60627856966956,0.7304662078297176
760.0,49.60446409156323,0.7305588620879936
770.0,49.60260467888887,0.7306544327336326
780.0,49.60070281616498,0.7307528086851357
790.0,49.59876088989882,0.7308538825018032
800.0,49.59678119463608,0.7309575501839851
810.0,49.59476593847718,0.7310637109949046
820.0,49.592717248534704,0.731172267275013
830.0,49.59063717575912,0.7312831242807518
840.0,49.588527699307235,0.7313961900394765
850.0,49.58639073061523,0.7315113752096266
860.0,49.58422811749202,0.7316285929461407
870.0,49.582041647509065,0.7317477587799199
880.0,49.579833050218106,0.7318687905321033
890.0,49.57760400151775,0.7319916081805463
900.0,49.575356125782385,0.7321161337733249
910.0,49.57309099859507,0.7322422913376258
920.0,49.5708101488066,0.7323700068035559
930.0,49.56851506067462,0.7324992079296179
940.0,49.56620717600386,0.7326298242219464
950.0,49.563887895883056,0.7327617868744752
960.0,49.561558582314476,0.7328950287094367
970.0,49.559220560023746,0.7330294841060429
980.0,49.556875117607426,0.7331650889621575
990.0,49.554523509028144,0.7333017806376038
1000.0,49.55216695473082,0.7334394979100693
1010.0,49.54980664287285,0.7335781809304488
1020.0,49.547443730418934,0.7337177711779249
1030.0,49.545079344170944,0.7338582114201552
1040.0,49.54271458153081,0.7339994456848578
1050.0,49.540350511513914,0.7341414192194113
1060.0,49.537988175429206,0.7342840784615492
1070.0,49.53562858779204,0.7344273710032858
1080.0,49.53327273705473,0.7345712455602124
1090.0,49.53092158609692,0.7347156519529435
1100.0,49.528576072938726,0.7348605410751505
1110.0,49.52623711139484,0.7350058648675993
1120.0,49.523905591596034,0.7351515762940424
1130.0,49.521582380483274,0.7352976293214681
1140.0,49.519268322429134,0.7354439788932028
1150.0,49.51696423957538,0.735590580912246
1160.0,49.51467093237297,0.7357373922172948
1170.0,49.51238918005786,0.7358843705654973
1180.0,49.510119740975924,0.7360314746156099
1190.0,49.507863352962005,0.736178663906857
1200.0,49.50562073397322,0.7363258988378542
1210.0,49.503392582189676,0.7364731406529851
1220.0,49.50117957640953,0.7366203514335203
1230.0,49.49898237693964,0.7367674940563752
1240.0,49.496801624749274,0.7369145322187143
1250.0,49.49463794269419,0.7370614303922508
1260.0,49.492491935798014,0.7372081538154908
1270.0,49.49036419153553,0.7373546684755966
1280.0,49.48825528006395,0.7375009411027265
1290.0,49.48616575401918,0.7376469391601207
1300.0,49.484096149311995,0.737792630825421
1310.0,49.482046985847184,0.7379379849632861
1320.0,49.48001876672831,0.7380829711435236
1330.0,49.47801197924601,0.7382275596054201
1340.0,49.47602709545793,0.7383717212357862
1350.0,49.47406457137186,0.7385154275897554
1360.0,49.47212484814103,0.7386586508582356
1370.0,49.470208351953616,0.7388013638596777
1380.0,49.46831549415099,0.7389435400374114
1390.0,49.46644667195455,0.7390851534321644
1400.0,49.464602268104244,0.7392261786874004
1410.0,49.46278265155144,0.7393665910290051
1420.0,49.46098817761766,0.7395063662585584
1430.0,49.459219187846465,0.739645480749293
1440.0,49.45747601092916,0.7397839114196344
1450.0,49.455758962056336,0.7399216357501414
1460.0,49.45406834386168,0.7400586317507621
1470.0,49.452404446484046,0.740194877957833
1480.0,49.45076754775999,0.7403303534251218
1490.0,49.44915791329028,0.7404650377191334
1500.0,49.447575796462516,0.7405989109132954
1510.0,49.44602143933674,0.7407319535658798
1520.0,49.44449507254609,0.7408641467183918
1530.0,49.442996915233145,0.7409954718919094
1540.0,49.44152717582898,0.7411259110672761
1550.0,49.44008605180966,0.741255446689071
1560.0,49.438673729286464,0.741384061667836
1570.0,49.437290384621306,0.7415117393434382
1580.0,49.43593618350447,0.7416384635016616
1590.0,49.434611282175936,0.74176421834206
1600.0,49.4333158266091,0.7418889884959758
1610.0,49.43204995325217,0.7420127590058638
1620.0,49.43081378905183,0.7421355153229453
1630.0,49.429607451733474,0.7422572432970548
1640.0,49.42843104989283,0.7423779291722781
1650.0,49.42728468348306,0.7424975595721021
1660.0,49.426168443470836,0.7426161215092189
1670.0,49.4250824120483,0.7427336023749203
1680.0,49.42402666321374,0.7428499899226378
1690.0,49.42300126315064,0.7429652722576525
1700.0,49.42200626973115,0.7430794378480148
1710.0,49.421041733382864,0.74319247550103
1720.0,49.420107696589525,0.7433043743734992
1730.0,49.41920419474848,0.7434151239514531
1740.0,49.41833125603392,0.7435247140456921
1750.0,49.417488900699496,0.7436331348122088
1760.0,49.41667714243246,0.7437403767152234
1770.0,49.41589598835452,0.743846430528044
1780.0,49.415145438730704,0.7439512873357188
1790.0,49.41442548764296,0.7440549385186287
